	risk_tolerance	investment_experience	liquidity_needs	platform	time_spent	instrument_type_first_traded	first_deposit_amount	time_horizon	Churn
20	low_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	-4.172452065799749	stock	197.55790303748824	long_time_horizon	No
21	med_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	1.4363811335688927	stock	92.58631989235442	short_time_horizon	No
22	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	-12.72203427010773	stock	62.39848638980234	short_time_horizon	No
23	high_risk_tolerance	limited_investment_exp	very_important_liq_need	Android	20.153814619682464	etp	908.6925917110674	short_time_horizon	No
24	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	59.00835220539852	stock	111.07362976530779	long_time_horizon	No
25	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	22.19578220448757	stock	2203.081785053318	short_time_horizon	No
26	med_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	19.888763574221862	stock	-148.04972367586308	long_time_horizon	No
27	high_risk_tolerance	good_investment_exp	very_important_liq_need	Android	21.931188184789022	0	28.303014774626178	long_time_horizon	No
28	high_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	5.279529098682082	stock	-400.82495148097576	med_time_horizon	No
29	high_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	55.073070843211454	stock	104.25241727759783	short_time_horizon	No
30	high_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	22.371380019181753	stock	60.125600824363374	short_time_horizon	No
31	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	9.921416075432498	stock	62.785755689943876	med_time_horizon	No
32	med_risk_tolerance	good_investment_exp	somewhat_important_liq_need	iOS	58.06139586890836	adr	428.02712977644694	short_time_horizon	No
33	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	32.75076201804716	etp	15.773317482523403	short_time_horizon	No
34	high_risk_tolerance	good_investment_exp	very_important_liq_need	both	0.03164342060804781	etp	194.25838398983015	med_time_horizon	No
35	med_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	120.24755624060187	stock	28.26638331578564	short_time_horizon	No
36	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	177.59474460937145	stock	-119.35753746497659	short_time_horizon	No
37	med_risk_tolerance	no_investment_exp	somewhat_important_liq_need	iOS	88.68390571232354	stock	72.67267706135283	short_time_horizon	No
38	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	42.06642993281845	stock	54.77658958656113	med_time_horizon	No
39	high_risk_tolerance	limited_investment_exp	somewhat_important_liq_need	iOS	10.070337936488254	stock	6812.62647675987	short_time_horizon	No
40	high_risk_tolerance	limited_investment_exp	not_important_liq_need	iOS	24.08540728141503	stock	77.77926620861203	short_time_horizon	No
41	med_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	8.601779731774437	stock	-63.854747512944726	short_time_horizon	Yes
42	high_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	109.39651026632366	stock	183.80659211143433	long_time_horizon	No
43	high_risk_tolerance	limited_investment_exp	not_important_liq_need	iOS	30.217984196875214	stock	-102.8717509951928	short_time_horizon	No
44	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	9.165303346693427	stock	4191.39439916623	long_time_horizon	No
45	high_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	-4.009484838086803	stock	2.0627022340503345	short_time_horizon	No
46	high_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	61.76107775284206	etp	59.56934318917308	long_time_horizon	No
47	med_risk_tolerance	no_investment_exp	very_important_liq_need	Android	29.617599209435866	adr	-169.29695820250174	short_time_horizon	No
48	high_risk_tolerance	no_investment_exp	very_important_liq_need	Android	8.066178092517431	stock	3422.8331940094095	short_time_horizon	No
49	med_risk_tolerance	no_investment_exp	very_important_liq_need	Android	33.75456233764989	stock	-195.9499036128646	short_time_horizon	No
50	high_risk_tolerance	no_investment_exp	very_important_liq_need	Android	46.112030269111834	stock	286.1377645305485	long_time_horizon	No
51	high_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	-9.696583475285252	stock	266.8727384408233	long_time_horizon	No
52	high_risk_tolerance	no_investment_exp	very_important_liq_need	both	-9.755379163560413	stock	305.78195439731854	short_time_horizon	No
53	low_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	42.04455050463196	stock	-100.04061175096277	med_time_horizon	No
54	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	-3.454889282664907	etp	90.92199123535397	med_time_horizon	No
55	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	65.60399136226714	stock	315.39068517198007	short_time_horizon	No
56	high_risk_tolerance	good_investment_exp	not_important_liq_need	iOS	157.7463222606542	stock	-158.51154920122758	short_time_horizon	No
57	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	83.81646832752165	stock	282.7132736846117	short_time_horizon	No
58	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	16.90716785929371	stock	210.66445693710983	short_time_horizon	No
59	high_risk_tolerance	good_investment_exp	very_important_liq_need	Android	186.16382946809298	stock	-187.16456133126064	short_time_horizon	No
60	high_risk_tolerance	no_investment_exp	very_important_liq_need	both	-5.20285182418985	reit	1311.5957216757884	long_time_horizon	No
61	low_risk_tolerance	no_investment_exp	somewhat_important_liq_need	iOS	3.926389043868748	stock	237.32877760759072	long_time_horizon	No
62	high_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	107.65011378324962	stock	259.7393579056627	short_time_horizon	No
63	high_risk_tolerance	good_investment_exp	very_important_liq_need	both	17.01085861098775	etp	123.2578989031701	short_time_horizon	No
64	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	65.26156427020344	stock	4100.2980987545525	short_time_horizon	No
65	high_risk_tolerance	good_investment_exp	very_important_liq_need	Android	154.5128055799678	stock	-158.84791476728992	long_time_horizon	No
66	high_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	7.912629364646982	etp	1663.2702050047267	long_time_horizon	No
67	med_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	8.493880364069083	stock	240.724691580548	short_time_horizon	No
68	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	-9.420986979653193	stock	55.958821150945795	long_time_horizon	No
69	med_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	75.77482704949668	stock	-179.9530279037951	short_time_horizon	No
70	high_risk_tolerance	good_investment_exp	very_important_liq_need	Android	26.33572483810995	stock	-13.720551456401182	short_time_horizon	No
71	high_risk_tolerance	good_investment_exp	very_important_liq_need	Android	72.7444716881929	stock	-131.7184395957925	short_time_horizon	No
72	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	-8.373527981153874	etp	265.576565699109	short_time_horizon	No
73	high_risk_tolerance	limited_investment_exp	very_important_liq_need	Android	26.41882357136722	etp	10.179693717573116	short_time_horizon	No
74	med_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	12.586767405119474	stock	-55.8610348998462	short_time_horizon	No
75	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	53.93566604106259	stock	184.6430378771579	short_time_horizon	No
76	high_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	3.3924839477433375	stock	-183.67535635306683	long_time_horizon	No
77	high_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	38.66858164455548	stock	156.54207040670605	short_time_horizon	Yes
78	high_risk_tolerance	good_investment_exp	very_important_liq_need	both	69.07055351169801	etp	-168.20573088660348	med_time_horizon	No
79	high_risk_tolerance	good_investment_exp	somewhat_important_liq_need	Android	-1.4505532475156775	stock	638.3428388769229	short_time_horizon	No
80	med_risk_tolerance	good_investment_exp	somewhat_important_liq_need	iOS	138.69469065713287	stock	125.60344372585897	short_time_horizon	No
81	high_risk_tolerance	no_investment_exp	very_important_liq_need	Android	82.73539965505175	stock	58.824158788185095	short_time_horizon	No
82	high_risk_tolerance	no_investment_exp	very_important_liq_need	Android	110.15352888464427	etp	281.6327626960807	short_time_horizon	No
83	high_risk_tolerance	good_investment_exp	very_important_liq_need	Android	115.74707950366366	stock	81.80569347706451	long_time_horizon	No
84	high_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	-2.6516825207620114	0	265.4204679985255	short_time_horizon	No
85	med_risk_tolerance	limited_investment_exp	not_important_liq_need	iOS	27.799262582484452	stock	100.68636344301989	short_time_horizon	No
86	med_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	198.85393663755173	stock	204.01949296310053	long_time_horizon	No
87	high_risk_tolerance	no_investment_exp	somewhat_important_liq_need	iOS	-10.94132743455404	etp	174.15736298310554	short_time_horizon	No
88	high_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	-7.88593597072201	adr	269.6921902988954	short_time_horizon	No
89	high_risk_tolerance	limited_investment_exp	very_important_liq_need	both	169.22198343507063	stock	441.0013410786041	short_time_horizon	No
90	high_risk_tolerance	good_investment_exp	very_important_liq_need	Android	73.74983821897736	stock	29.790728862779567	long_time_horizon	No
91	low_risk_tolerance	good_investment_exp	somewhat_important_liq_need	iOS	14.378235363875142	stock	208.48575648795895	short_time_horizon	Yes
92	high_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	57.69918354487858	etp	1667.20196233375	long_time_horizon	No
93	med_risk_tolerance	limited_investment_exp	very_important_liq_need	Android	-8.032792500885659	stock	-7.845810506665984	long_time_horizon	No
94	med_risk_tolerance	extensive_investment_exp	very_important_liq_need	Android	-2.867700971001848	stock	10.829167315273928	short_time_horizon	No
95	high_risk_tolerance	good_investment_exp	not_important_liq_need	iOS	147.33272256721898	reit	1611.1796002145206	long_time_horizon	No
96	high_risk_tolerance	good_investment_exp	somewhat_important_liq_need	iOS	34.20047638905065	stock	82.77068369207473	short_time_horizon	Yes
97	high_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	-1.5516987536989344	stock	128.3187278532235	long_time_horizon	No
98	med_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	23.815569899186517	stock	258.8264759408532	med_time_horizon	Yes
99	high_risk_tolerance	limited_investment_exp	somewhat_important_liq_need	both	29.757565310232643	stock	-71.46676052162377	med_time_horizon	No
100	high_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	5.9002052632740885	adr	319.23618202463376	short_time_horizon	No
101	med_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	144.2759298204392	stock	-41.4876654465894	long_time_horizon	No
102	high_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	14.284263926747766	stock	1437.4114258731347	short_time_horizon	Yes
103	high_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	6.520604951189553	adr	124.21071566074167	short_time_horizon	No
104	med_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	146.46870989662833	etp	1279.6242414890655	long_time_horizon	No
105	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	4.6041160206354705	etp	71.77158584735757	med_time_horizon	No
106	high_risk_tolerance	extensive_investment_exp	very_important_liq_need	iOS	2.368771689671572	etp	222.51468618610141	short_time_horizon	No
107	high_risk_tolerance	good_investment_exp	very_important_liq_need	Android	17.807527348877166	stock	-42.96324129986073	med_time_horizon	No
108	high_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	29.870874401681885	stock	564.1141340685848	med_time_horizon	No
109	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	4.020633996570458	stock	332.7261480835089	short_time_horizon	No
110	high_risk_tolerance	no_investment_exp	very_important_liq_need	Android	0.2131870967144387	stock	278.27631532682574	short_time_horizon	No
111	high_risk_tolerance	limited_investment_exp	not_important_liq_need	iOS	14.51627933980182	stock	-54.38104593117848	short_time_horizon	Yes
112	low_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	21.836351304772208	stock	43.7185383941866	short_time_horizon	No
113	high_risk_tolerance	limited_investment_exp	somewhat_important_liq_need	iOS	78.42570970925617	stock	194.0424361211103	short_time_horizon	No
114	med_risk_tolerance	limited_investment_exp	somewhat_important_liq_need	iOS	15.068525238992198	stock	5082.486200229543	med_time_horizon	No
115	high_risk_tolerance	good_investment_exp	very_important_liq_need	Android	15.271956183589843	stock	3058.246922791409	short_time_horizon	No
116	med_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	27.363543915765394	stock	-135.9018995882342	short_time_horizon	No
117	high_risk_tolerance	good_investment_exp	very_important_liq_need	both	2.542330804462932	stock	308.2310687091387	med_time_horizon	No
118	med_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	170.62870044016182	stock	-131.67628524008063	short_time_horizon	No
119	high_risk_tolerance	limited_investment_exp	very_important_liq_need	Android	5.830153254715781	stock	668.2230166027351	short_time_horizon	No
120	high_risk_tolerance	limited_investment_exp	very_important_liq_need	both	0.5942073004997219	stock	3.541813270634279	med_time_horizon	No
121	low_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	128.26557570261207	stock	585.082625614061	long_time_horizon	No
122	high_risk_tolerance	limited_investment_exp	very_important_liq_need	Android	-3.0506325763366817	stock	624.3607152653835	long_time_horizon	No
123	high_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	86.8920227252766	stock	215.8048173361441	long_time_horizon	No
124	high_risk_tolerance	extensive_investment_exp	very_important_liq_need	Android	4.74916932313603	stock	277.2725526634205	short_time_horizon	No
125	med_risk_tolerance	no_investment_exp	not_important_liq_need	iOS	10.191457016987998	stock	3209.6224541948613	med_time_horizon	No
126	med_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	19.744229989859523	stock	-50.035080984169184	short_time_horizon	No
127	med_risk_tolerance	no_investment_exp	somewhat_important_liq_need	iOS	108.53455977362547	stock	1140.8834554208338	short_time_horizon	No
128	high_risk_tolerance	good_investment_exp	very_important_liq_need	Android	183.13932122160523	stock	-21.275987088579157	short_time_horizon	No
129	med_risk_tolerance	limited_investment_exp	very_important_liq_need	Android	6.182027226713245	stock	91.53307658146926	long_time_horizon	No
130	med_risk_tolerance	no_investment_exp	somewhat_important_liq_need	iOS	-2.559685767738368	stock	226.68933728808582	long_time_horizon	No
131	high_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	68.68096709411356	stock	-108.34146505741657	short_time_horizon	No
132	high_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	52.71028072828862	stock	-31.66043777388282	short_time_horizon	No
133	high_risk_tolerance	limited_investment_exp	very_important_liq_need	Android	-12.527053962461963	etp	147.22223829240562	short_time_horizon	No
134	med_risk_tolerance	good_investment_exp	somewhat_important_liq_need	iOS	31.699887481080044	stock	-80.07144665572855	short_time_horizon	No
135	high_risk_tolerance	limited_investment_exp	somewhat_important_liq_need	both	-12.635397050214344	stock	-58.658542563285124	med_time_horizon	No
136	med_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	89.27153500294719	stock	127.01104546379068	short_time_horizon	No
137	high_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	43.6274671173983	stock	357.97440268399674	long_time_horizon	No
138	low_risk_tolerance	good_investment_exp	not_important_liq_need	Android	19.68016373056559	stock	109.1970716577911	med_time_horizon	No
139	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	134.33787052353725	stock	117.97775372421711	med_time_horizon	No
140	med_risk_tolerance	limited_investment_exp	very_important_liq_need	Android	72.15338473197858	etp	234.04975483654778	short_time_horizon	Yes
141	high_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	24.5575787573491	mlp	60.330673051383066	short_time_horizon	No
142	high_risk_tolerance	good_investment_exp	not_important_liq_need	iOS	87.75218285614899	stock	197.4592538685681	med_time_horizon	No
143	high_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	88.58698373572253	etp	-167.8846919143082	short_time_horizon	Yes
144	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	33.688723712067635	stock	-537.016495135857	short_time_horizon	No
145	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	27.190758450884076	stock	15.69178755987086	short_time_horizon	No
146	high_risk_tolerance	limited_investment_exp	very_important_liq_need	both	37.91113427078023	etp	240.39324840692527	long_time_horizon	No
147	high_risk_tolerance	good_investment_exp	somewhat_important_liq_need	iOS	95.24695457771094	stock	201.4857231331457	short_time_horizon	Yes
148	high_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	60.268464290734364	stock	130.2825511993745	short_time_horizon	No
149	med_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	18.27948341811601	stock	154.60104526671392	med_time_horizon	No
150	low_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	-7.886012655505511	etp	-46.71764069972447	short_time_horizon	Yes
151	high_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	86.90163776560831	stock	-91.91406349741553	short_time_horizon	No
152	med_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	39.51441004281918	stock	-51.37546291135753	short_time_horizon	No
153	med_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	71.60686182519517	stock	52.156003199154235	short_time_horizon	No
154	low_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	92.39177686811638	stock	-47.28528525398457	short_time_horizon	No
155	high_risk_tolerance	limited_investment_exp	somewhat_important_liq_need	iOS	218.8789658878399	stock	209.29698073563114	long_time_horizon	No
156	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	60.18500828782969	stock	178.79024112205593	short_time_horizon	No
157	med_risk_tolerance	no_investment_exp	very_important_liq_need	Android	12.716484455357428	stock	297.22711719612516	short_time_horizon	No
158	med_risk_tolerance	good_investment_exp	very_important_liq_need	Android	84.29627924626679	stock	39.74427654485355	long_time_horizon	No
159	med_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	30.60923890841346	adr	30.859907942031334	short_time_horizon	No
160	high_risk_tolerance	limited_investment_exp	somewhat_important_liq_need	both	130.50651796160102	etp	-49.74522860535308	short_time_horizon	No
161	high_risk_tolerance	limited_investment_exp	very_important_liq_need	both	16.25827414571638	etp	-11.002453859594326	short_time_horizon	No
162	med_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	13.166969340404421	mlp	104.5669658049861	short_time_horizon	No
163	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	113.8699684862348	stock	696.7805184679738	short_time_horizon	Yes
164	high_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	10.451832444722038	adr	-28.928944767866824	short_time_horizon	Yes
165	high_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	55.23583648103085	stock	-47.34521345363092	short_time_horizon	No
166	med_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	23.8856615145593	stock	-54.535270875523	long_time_horizon	No
167	high_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	69.54903669967426	stock	-293.30585194778405	short_time_horizon	No
168	high_risk_tolerance	no_investment_exp	very_important_liq_need	both	-4.319834188299747	adr	97.35728562588199	short_time_horizon	No
169	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	67.74151373764067	stock	138.01481490328095	long_time_horizon	No
170	low_risk_tolerance	limited_investment_exp	very_important_liq_need	Android	93.04770346702793	stock	329.19903713181196	long_time_horizon	No
171	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	123.6792667002477	stock	218.96885634218276	long_time_horizon	Yes
172	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	57.48972137802206	etp	2.571140302534417	med_time_horizon	No
173	med_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	27.78419652364655	stock	224.4341919696812	short_time_horizon	No
174	med_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	160.04811145222098	etp	-113.59061005149752	short_time_horizon	No
175	high_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	23.5210503561923	stock	-29.488803511466855	long_time_horizon	No
176	high_risk_tolerance	limited_investment_exp	very_important_liq_need	both	93.40054246685186	stock	1178.1165157359137	short_time_horizon	No
177	med_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	68.38610464377967	stock	-109.8239770449062	long_time_horizon	No
178	high_risk_tolerance	limited_investment_exp	very_important_liq_need	both	25.84587105737822	stock	227.0297974361924	short_time_horizon	No
179	med_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	-11.586872004834003	stock	199.54816606026276	short_time_horizon	No
180	high_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	42.373880109205274	stock	-55.64842504571894	short_time_horizon	No
181	high_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	70.08320551390341	etp	-103.92723987953113	long_time_horizon	No
182	high_risk_tolerance	good_investment_exp	very_important_liq_need	Android	41.35097494110302	lp	-39.34003887873662	short_time_horizon	No
183	high_risk_tolerance	limited_investment_exp	very_important_liq_need	both	26.055502962180057	etp	115.32382837418143	short_time_horizon	No
184	med_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	38.80484682955643	stock	199.63545730940038	short_time_horizon	No
185	med_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	7.531120462869216	stock	734.3611335959749	short_time_horizon	No
186	med_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	6.44591413361534	stock	14.152698392579097	short_time_horizon	No
187	high_risk_tolerance	good_investment_exp	not_important_liq_need	iOS	53.44734843339029	stock	79.71444630081152	short_time_horizon	No
188	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	11.66886814897428	etp	-63.108011973167436	med_time_horizon	No
189	high_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	170.59599553102	stock	-160.4598723596291	short_time_horizon	No
190	high_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	136.37891924709658	stock	475.63980238618706	short_time_horizon	No
191	high_risk_tolerance	good_investment_exp	very_important_liq_need	both	28.279452645549043	stock	172.7598533204615	short_time_horizon	Yes
192	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	68.5779669633403	stock	1283.2515066651024	short_time_horizon	No
193	med_risk_tolerance	limited_investment_exp	somewhat_important_liq_need	iOS	73.83954476940714	stock	1667.9359112122777	short_time_horizon	No
194	high_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	-6.450094777832703	etp	5635.138496804639	long_time_horizon	Yes
195	med_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	29.91332847643047	stock	36.6840281172244	long_time_horizon	No
196	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	0.5820260650774713	etp	343.278418536225	short_time_horizon	No
197	high_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	111.59297616837685	stock	165.9778139939625	short_time_horizon	No
198	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	-1.560461498060703	stock	-287.2344885464016	short_time_horizon	No
199	high_risk_tolerance	no_investment_exp	very_important_liq_need	Android	-5.545300109972644	stock	3474.481198799895	short_time_horizon	No
200	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	20.78776944813252	stock	-93.42771872754545	short_time_horizon	No
201	high_risk_tolerance	extensive_investment_exp	somewhat_important_liq_need	iOS	36.089858995836146	etp	3291.6140740875126	short_time_horizon	No
202	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	24.895436404169104	etp	-179.25239164606634	short_time_horizon	Yes
203	med_risk_tolerance	limited_investment_exp	very_important_liq_need	Android	130.30762470929673	stock	-408.4132171977593	short_time_horizon	No
204	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	64.17506336031472	stock	106.56306385067175	long_time_horizon	No
205	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	73.38250440975256	adr	-87.23565830748956	short_time_horizon	No
206	high_risk_tolerance	limited_investment_exp	somewhat_important_liq_need	iOS	48.699051600332936	stock	3509.32417418156	short_time_horizon	No
207	high_risk_tolerance	limited_investment_exp	very_important_liq_need	both	76.02592493630651	etp	9.205504996441334	long_time_horizon	No
208	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	22.760066753060705	stock	-109.76191598398773	long_time_horizon	No
209	high_risk_tolerance	no_investment_exp	somewhat_important_liq_need	iOS	17.541762876441975	stock	837.6359578423012	med_time_horizon	No
210	high_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	7.640813306719017	etp	-156.46868289958456	long_time_horizon	No
211	high_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	31.29344606575383	adr	-4.361703587122662	med_time_horizon	No
212	high_risk_tolerance	good_investment_exp	very_important_liq_need	iOS	8.727467168964807	reit	1236.5210856337358	short_time_horizon	No
213	high_risk_tolerance	limited_investment_exp	very_important_liq_need	iOS	10.971716817288353	stock	6639.667431808595	long_time_horizon	No
214	high_risk_tolerance	limited_investment_exp	somewhat_important_liq_need	iOS	74.91737883068365	stock	280.3363125089977	med_time_horizon	No
215	low_risk_tolerance	good_investment_exp	somewhat_important_liq_need	Android	4.561847411051477	stock	1411.9804233297864	short_time_horizon	No
216	high_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	25.463818849712208	stock	290.0261266926715	short_time_horizon	No
217	med_risk_tolerance	no_investment_exp	very_important_liq_need	iOS	176.6130392061266	adr	-102.67370702292402	short_time_horizon	No
218	high_risk_tolerance	good_investment_exp	very_important_liq_need	both	159.70276007898028	etp	65.63390255203144	short_time_horizon	No
